Time,Pressure
0.10048234704177,66.3618423980575
0.116355164879083,65.7294135327848
0.125836550193732,65.3548144482024
0.125836550193734,65.3548144482023
0.126173759039872,65.3415349972461
0.126397823771085,65.3327112174336
0.126621888502298,65.3238903716185
0.126909201497214,65.3125833234203
0.128345766471793,65.2560698320841
0.129782331446373,65.1996120780303
0.132071535241168,65.1097550108596
0.135064247669851,64.9924868574564
0.138854482741507,64.844298744398
0.143508899353962,64.66282459527
0.148163315966417,64.4819089873641
0.154639468548883,64.231093025423
0.161115621131349,63.9813405081733
0.167591773713814,63.7326403265397
0.17711650485236,63.3687825477581
0.186641235990905,63.0071846214443
0.198670885396325,62.5537071084043
0.210700534801746,62.1037934515615
0.225944749073991,61.5387302547835
0.241188963346236,60.9792858326552
0.260771012019498,60.2688039570435
0.28035306069276,59.5673847565353
0.299935109366022,58.8749153389576
0.323515164668133,58.0527751617717
0.347095219970245,57.2432528010124
0.370675275272357,56.4462166165024
0.394255330574469,55.6618526344526
0.417835385876581,54.8901571366808
0.436773088184805,54.424219565372
0.448475515664961,54.7225514418065
0.460177943145117,55.807052595782
0.469087083500504,57.1715459739498
0.477996223855891,58.945459340459
0.485264581664426,60.6439623947366
0.492532939472961,62.5189554622189
0.499801297281497,64.5251404634226
0.507069655090032,66.6173366628839
0.512879450445865,68.3216855793846
0.518689245801698,70.0313190417276
0.524499041157532,71.7260800597937
0.530308836513365,73.3870417962285
0.536118631869198,74.9971845865382
0.543294230124165,76.8929830098708
0.550469828379133,78.6631526070093
0.561707364158742,81.1361354129903
0.572901922917009,83.1896049833381
0.584096481675277,84.8012849134758
0.595291040433544,85.9571106781329
0.606485599191812,86.657475817149
0.617680157950079,86.9104696445929
0.628874716708347,86.7333251018669
0.640069275466614,86.2097536246986
0.643427643094094,86.0119650199991
0.646786010721574,85.8048711049577
0.659877518488281,84.9816176083996
0.672969026254987,84.2251339474541
0.691601171004363,83.2812800652521
0.710233315753738,82.3885691736674
0.733281205101399,81.27061164329
0.75632909444906,80.1466199193604
0.78736239889957,78.6537015679098
0.818395703350079,77.18508242266
0.849429007800589,75.740903440101
0.880462312251099,74.3237560195982
0.911495616701608,72.934085625531
0.942528921152118,71.5718082179685
0.973562225602628,70.2366743161487
1,69.1203653306081
1.04069702974499,67.4392303981032
1.08139405948998,65.8022976270821
1.12209108923497,64.2084441321515
1.16278811897997,62.6575807501105
1.19589916934516,61.4583201373625
1.21222299297386,61.5380765955723
1.22854681660256,63.0951208992975
1.24114357268929,65.321650812127
1.26086896346842,70.0653937366518
1.2753270409528,74.0442965966495
1.28978511843718,78.0579305429736
1.30424319592157,81.8128319144845
1.31870127340595,85.0815856163113
1.33707034428251,88.3004101755799
1.35543941515906,90.3308911630868
1.36953316790863,91.0566135147756
1.38362692065819,91.0742053923078
1.39772067340776,90.4696889699497
1.41181442615732,89.5653268386336
1.42590817890689,88.6654424969165
1.44000193165645,87.8679972469093
1.45409568440602,87.1397581361721
1.47642011064905,86.0104017070684
1.49874453689209,84.8652934402289
1.53137086075113,83.1994189643249
1.56399718461017,81.5635424382859
1.59662350846921,79.9553255401191
1.62924983232825,78.3778357094676
